小说名称,文库分类,小说作者,文章状态,最后更新,全文长度,小说封面
旅人系列,其他文库,上桥菜穗子,已完成,2011-01-22,240649.0,http://img.wenku8.com/image/0/757/757s.jpg
侦探歌剧MilkyHomes～overture～,电击文库,子安秀明,已完成,2011-05-26,56370.0,http://img.wenku8.com/image/1/1021/1021s.jpg
欢迎来到外星人村,电击文库,松屋大好,已完成,2020-03-02,105437.0,http://img.wenku8.com/image/2/2018/2018s.jpg
荒野,其他文库,樱庭一树,已完成,2010-03-14,200925.0,http://img.wenku8.com/image/0/641/641s.jpg
千年战争aigis 白之帝国篇,Fami通文库,村崎幸也,连载中,2018-09-15,60815.0,http://img.wenku8.com/image/2/2460/2460s.jpg
剑风传奇之火龙骑士,其他文库,深见真,连载中,2020-02-16,58413.0,http://img.wenku8.com/image/2/2296/2296s.jpg
重力小丑,其他文库,伊坂幸太郎,已完成,2010-06-14,179369.0,http://img.wenku8.com/image/0/856/856s.jpg
人体战舰,HJ文库,大迫纯一,已完成,2010-01-11,240030.0,http://img.wenku8.com/image/0/487/487s.jpg
Tales of Eternia 永恒传说,Fami通文库,矢岛さら,连载中,2011-09-11,245168.0,http://img.wenku8.com/image/1/1022/1022s.jpg
银河英雄传说外传,其他文库,田中芳树,已完成,2009-03-17,484142.0,http://img.wenku8.com/image/0/216/216s.jpg
高达前哨战,角川文库,高桥昌也,已完成,2010-05-07,135236.0,http://img.wenku8.com/image/0/719/719s.jpg
天久鹰央的事件病历簿,其他文库,知念实希人,连载中,2020-05-08,374821.0,http://img.wenku8.com/image/2/2525/2525s.jpg
刺杀结之丞,其他文库,浅野敦子,已完成,2014-07-07,126862.0,http://img.wenku8.com/image/1/1661/1661s.jpg
名侦探柯南 小提琴之谜,小学馆,青山刚昌,已完成,2010-01-29,148222.0,http://img.wenku8.com/image/0/523/523s.jpg
薄樱鬼 新选组奇谭,少女文库,IDEA FACTORY,已完成,2011-01-18,110465.0,http://img.wenku8.com/image/0/963/963s.jpg
他人事,集英社,平山梦明,已完成,2010-05-28,105127.0,http://img.wenku8.com/image/0/803/803s.jpg
Bird Heart Beat,Fami通文库,伊东京一,已完成,2010-09-18,275081.0,http://img.wenku8.com/image/0/333/333s.jpg
龙背上的骑兵,其他文库,映岛巡,已完成,2010-01-25,104107.0,http://img.wenku8.com/image/0/513/513s.jpg
我们在虚空中巡视夜晚,讲谈社,上远野浩平,已完成,2010-08-26,91187.0,http://img.wenku8.com/image/0/658/658s.jpg
家守绮谭,其他文库,梨木香步,已完成,2012-09-25,66780.0,http://img.wenku8.com/image/1/1286/1286s.jpg
篁破幻草子,少女文库,结城光流,已完成,2010-10-24,384702.0,http://img.wenku8.com/image/0/135/135s.jpg
世界系列(纸透透琉的无垢世界),讲谈社,石川ノボロヲ,已完成,2017-02-15,174964.0,http://img.wenku8.com/image/2/2186/2186s.jpg
EME Black,富士见文库,泷川武司,连载中,2010-09-01,223855.0,http://img.wenku8.com/image/0/568/568s.jpg
大正空想魔法夜话 坠落少女异种灭绝,电击文库,岬鹭宫,已完成,2018-11-10,77482.0,http://img.wenku8.com/image/2/2038/2038s.jpg
.hack／／ANOTHER BIRTH,角川文库,川崎美羽,已完成,2010-02-08,302996.0,http://img.wenku8.com/image/0/551/551s.jpg
铁鼠之槛,讲谈社,京极夏彦,已完成,2009-08-30,461948.0,http://img.wenku8.com/image/0/410/410s.jpg
魔术监狱的玛丽安,电击文库,松山刚,已完成,2019-04-17,98176.0,http://img.wenku8.com/image/2/2549/2549s.jpg
ROBOTICS；NOTES 机器人笔记：濑乃宫美纱希的未发表手记,电击文库,海法纪光,已完成,2020-03-10,74730.0,http://img.wenku8.com/image/2/2375/2375s.jpg
狂恋声优宝贝,Fami通文库,木本雅彦,已完成,2010-10-31,110092.0,http://img.wenku8.com/image/0/117/117s.jpg
雪翼的芙莉吉亚,电击文库,松山刚,已完成,2016-02-12,88940.0,http://img.wenku8.com/image/2/2010/2010s.jpg
精灵招术师,富士见文库,弐宫环,连载中,2010-09-10,99909.0,http://img.wenku8.com/image/0/903/903s.jpg
少年天草的秀逗咒语,电击文库,牧野修,已完成,2010-09-05,99713.0,http://img.wenku8.com/image/0/524/524s.jpg
CLANNAD SSS,其他文库,歌鸟,已完成,2010-04-12,210891.0,http://img.wenku8.com/image/0/674/674s.jpg
黏黏妖美少女,Fami通文库,木村航,已完成,2010-09-02,205847.0,http://img.wenku8.com/image/0/558/558s.jpg
京都寺町三条商店街的福尔摩斯,其他文库,望月麻衣,连载中,2019-05-12,215501.0,http://img.wenku8.com/image/2/2522/2522s.jpg
手心里的太阳,其他文库,岛津出水,已完成,2010-04-18,198834.0,http://img.wenku8.com/image/0/259/259s.jpg
青之轨迹,其他文库,久能千明,连载中,2009-10-19,552025.0,http://img.wenku8.com/image/0/437/437s.jpg
世界在你不知道的地方运转,其他文库,片山恭一,已完成,2010-05-27,112666.0,http://img.wenku8.com/image/0/797/797s.jpg
Owa Rande！梦魔召唤！,集英社,神秋昌史,连载中,2020-02-18,149228.0,http://img.wenku8.com/image/2/2691/2691s.jpg
她宣告到：已至毁灭之时,电击文库,久我悠真,已完成,2020-05-02,116325.0,http://img.wenku8.com/image/2/2747/2747s.jpg
流星慢舞,其他文库,桥本纺,已完成,2009-06-17,102325.0,http://img.wenku8.com/image/0/370/370s.jpg
真传勇传·革命篇 堕落黑勇者的传说,富士见文库,镜贵也,连载中,2020-03-18,35940.0,http://img.wenku8.com/image/2/2710/2710s.jpg
铁达尼亚,其他文库,田中芳树,已完成,2009-03-09,287730.0,http://img.wenku8.com/image/0/56/56s.jpg
精灵、比基尼与机关枪！,MF文库J,神野奥那,连载中,2018-11-30,95021.0,http://img.wenku8.com/image/2/2484/2484s.jpg
间谍教室,富士见文库,竹町,连载中,2020-11-23,204030.0,http://img.wenku8.com/image/2/2816/2816s.jpg
神曲奏界 共鸣乐章,GA文库,合作,已完成,2010-09-24,219596.0,http://img.wenku8.com/image/0/275/275s.jpg
柳生忍法帖,角川文库,山田风太郎,已完成,2009-03-25,73125.0,http://img.wenku8.com/image/0/294/294s.jpg
机动战士高达0083,角川文库,山口宏,已完成,2010-08-21,272169.0,http://img.wenku8.com/image/0/834/834s.jpg
阿斯嘉特武皇战记,富士见文库,镜游,连载中,2019-10-24,101897.0,http://img.wenku8.com/image/2/2637/2637s.jpg
野猫玛利,角川文库,十文字青,已完成,2016-12-21,149048.0,http://img.wenku8.com/image/2/2178/2178s.jpg
甲贺忍法帖,其他文库,山田风太郎,已完成,2009-03-11,142563.0,http://img.wenku8.com/image/0/132/132s.jpg
欢迎来到日本，妖精小姐,HJ文库,まきしま铃木,连载中,2020-07-27,83735.0,http://img.wenku8.com/image/2/2794/2794s.jpg
14个月,其他文库,市川拓司,已完成,2010-05-15,56014.0,http://img.wenku8.com/image/0/750/750s.jpg
The Idol M@ster(偶像大师),Fami通文库,斎藤ゆうすけ,连载中,2010-09-08,118005.0,http://img.wenku8.com/image/0/483/483s.jpg
灼热的龙骑兵,其他文库,田中芳树,已完成,2010-05-10,259035.0,http://img.wenku8.com/image/0/548/548s.jpg
黑猫的王手！,富士见文库,八奈川景晶,连载中,2020-05-29,75033.0,http://img.wenku8.com/image/2/2762/2762s.jpg
孤独公主与神灯恶魔,富士见文库,入江君人,连载中,2016-08-15,214599.0,http://img.wenku8.com/image/2/2105/2105s.jpg
东京吸血鬼金融,电击文库,真藤顺丈,连载中,2010-09-10,115537.0,http://img.wenku8.com/image/0/439/439s.jpg
龙之默示录,其他文库,篠田真由美,已完成,2010-09-22,163423.0,http://img.wenku8.com/image/0/913/913s.jpg
机动战士高达外传 战栗之蓝,角川文库,皆川由佳,已完成,2010-05-16,117852.0,http://img.wenku8.com/image/0/760/760s.jpg
又做了，相同的梦,其他文库,住野夜,已完成,2020-02-23,87822.0,http://img.wenku8.com/image/2/2694/2694s.jpg
太阳之塔,其他文库,森见登美彦,已完成,2011-02-26,91812.0,http://img.wenku8.com/image/0/982/982s.jpg
翼年代记,讲谈社,桃生圣史,已完成,2010-02-13,99190.0,http://img.wenku8.com/image/0/562/562s.jpg
哆啦A梦小说 大雄与铁人兵团,小学馆,濑名秀明,已完成,2015-10-14,110766.0,http://img.wenku8.com/image/1/1983/1983s.jpg
侦探神话系列,讲谈社,清凉院流水,已完成,2010-06-01,791667.0,http://img.wenku8.com/image/0/824/824s.jpg
幻色江户历,其他文库,宫部美雪,已完成,2011-05-09,112101.0,http://img.wenku8.com/image/1/1018/1018s.jpg
幻想传说 沉寂的历史,电击文库,祭紀 りゅーじ,连载中,2010-05-30,90633.0,http://img.wenku8.com/image/0/817/817s.jpg
女神异闻录2 罚,游戏剧本,ATLUS,已完成,2010-05-15,37851.0,http://img.wenku8.com/image/0/755/755s.jpg
在海边医院对她说过的那些故事,角川文库,石川博品,已完成,2020-03-23,133314.0,http://img.wenku8.com/image/2/2718/2718s.jpg
STITCH裁缝少女,HJ文库,相内円,连载中,2011-12-20,85740.0,http://img.wenku8.com/image/1/1156/1156s.jpg
最游记官方小说,一迅社,みさぎ圣,连载中,2010-06-15,82600.0,http://img.wenku8.com/image/0/859/859s.jpg
亲爱芳邻(家有色邻),其他文库,金卷朋子,已完成,2010-05-15,93087.0,http://img.wenku8.com/image/0/753/753s.jpg
为这个世界献上i,电击文库,佐野彻夜,已完成,2018-10-29,68596.0,http://img.wenku8.com/image/2/2474/2474s.jpg
Babel,电击文库,古宫九时,已完成,2019-01-11,251374.0,http://img.wenku8.com/image/2/2514/2514s.jpg
萤火虫之墓,其他文库,野坂昭如,已完成,2010-03-23,130859.0,http://img.wenku8.com/image/0/666/666s.jpg
至死方休的纠缠,其他文库,前田荣,连载中,2010-08-28,158630.0,http://img.wenku8.com/image/0/630/630s.jpg
空想科学生活读本,其他文库,柳田理科雄,连载中,2012-04-30,115325.0,http://img.wenku8.com/image/1/1231/1231s.jpg
学院圣殿,富士见文库,早见裕司,连载中,2010-09-29,86392.0,http://img.wenku8.com/image/0/228/228s.jpg
黑执事,其他文库,不详,已完成,2009-09-27,145005.0,http://img.wenku8.com/image/0/423/423s.jpg
恐怖宠物店,其他文库,秋乃茉莉,已完成,2010-06-01,129991.0,http://img.wenku8.com/image/0/825/825s.jpg
风水天戏,少女文库,望月もらん,连载中,2011-08-29,106377.0,http://img.wenku8.com/image/1/1088/1088s.jpg
朱 Aka,其他文库,清水真理子,已完成,2009-07-28,160325.0,http://img.wenku8.com/image/0/383/383s.jpg
有闲俱乐部,其他文库,下川香苗,已完成,2012-03-28,72739.0,http://img.wenku8.com/image/1/1210/1210s.jpg
致 十年后的你,电击文库,天泽夏月,已完成,2017-09-18,87031.0,http://img.wenku8.com/image/2/2307/2307s.jpg
魔法药水救救我,其他文库,岩船晶,连载中,2016-09-13,113543.0,http://img.wenku8.com/image/2/2136/2136s.jpg
雷轰,Fami通文库,押井守,已完成,2011-08-13,82952.0,http://img.wenku8.com/image/1/1076/1076s.jpg
翼神世音,MF文库J,大野木宽,已完成,2010-09-02,462064.0,http://img.wenku8.com/image/0/566/566s.jpg
恋姬无双外传 紫电一闪!!华蝶假面,其他文库,御门智,连载中,2010-09-03,197435.0,http://img.wenku8.com/image/0/556/556s.jpg
卡莉,Fami通文库,高殿円,连载中,2010-09-17,271622.0,http://img.wenku8.com/image/0/346/346s.jpg
寻狗事务所,其他文库,米泽穗信,已完成,2010-08-15,161285.0,http://img.wenku8.com/image/0/897/897s.jpg
舞-HiME★DESTINY 龙之巫女,HJ文库,伊吹秀明,连载中,2010-08-26,77240.0,http://img.wenku8.com/image/0/657/657s.jpg
汤之国的公主,小学馆,樋口直哉,已完成,2018-04-22,133251.0,http://img.wenku8.com/image/2/2395/2395s.jpg
狐笛的彼方,其他文库,上桥菜穗子,已完成,2011-03-31,100372.0,http://img.wenku8.com/image/1/1002/1002s.jpg
壮丽的黎明,HJ文库,庄司卓,连载中,2010-10-04,232749.0,http://img.wenku8.com/image/0/199/199s.jpg
格兰蒂亚,Fami通文库,细江ひろみ,已完成,2010-08-30,330787.0,http://img.wenku8.com/image/0/590/590s.jpg
神曲奏界 金,GA文库,大迫纯一,连载中,2010-09-07,111032.0,http://img.wenku8.com/image/0/491/491s.jpg
征服世界是可能的吗？,其他文库,冈田斗司夫,已完成,2010-01-18,71929.0,http://img.wenku8.com/image/0/496/496s.jpg
机动战士高达-第08MS小队,角川文库,大河内一楼,连载中,2010-05-13,75511.0,http://img.wenku8.com/image/0/735/735s.jpg
月之少女,HJ文库,渡边まさき,已完成,2010-08-29,157140.0,http://img.wenku8.com/image/0/607/607s.jpg
人间之剑,其他文库,森村诚一,已完成,2010-05-25,129941.0,http://img.wenku8.com/image/0/792/792s.jpg
.hack／／CELL,角川文库,涼风涼,已完成,2010-09-04,165654.0,http://img.wenku8.com/image/0/549/549s.jpg
丧神之碑,角川文库,津守时生,已完成,2009-04-08,600554.0,http://img.wenku8.com/image/0/270/270s.jpg
失落的碎片,MF文库J,星家なこ,已完成,2010-09-01,99820.0,http://img.wenku8.com/image/0/573/573s.jpg
